"Figure","Major_cell_type","Cell_subtype","Cancer_type","Observed_cell_count","Expected_cell_count","Ro_e","Ro_e_display","Ro_e_symbol","N_samples","N_datasets","Chi_square_statistic","Chi_square_df","Chi_square_p_value"
"Supplementary Fig. 6e","Fibroblast","apCAF","COCA",80,248.883721475644,0.321435245044055,0.32,"+",33,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","HNCA",347,259.010401275827,1.33971453768171,1.34,"++",13,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","KICA",179,102.344707896527,1.74899126372977,1.75,"++",12,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","LICA",114,32.1103684420366,3.55025512104555,3.55,"+++",26,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","LUCA",99,110.996353103966,0.891921195890739,0.89,"+",30,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","OVCA",1585,1670.78870283074,0.948653768914409,0.95,"+",53,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","PACA",1021,392.926522667042,2.59845019641287,2.6,"++",21,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","PRCA",140,79.056180961092,1.77089252602402,1.77,"++",15,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","SKCA",34,30.9189943478975,1.09964766697893,1.1,"++",3,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","STCA",377,328.875982082131,1.14632876993082,1.15,"++",39,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","THCA",238,205.568763338728,1.15776344681236,1.16,"++",16,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","apCAF","UECA",89,393.919334412158,0.225934581588421,0.23,"+",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","BRCA",364,650.327634325383,0.559717872634453,0.56,"+",33,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","COCA",97,164.722132320176,0.588870473164211,0.59,"+",25,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","HNCA",224,171.424411923357,1.30669837210904,1.31,"++",14,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","KICA",190,67.7362039447454,2.80499923135623,2.8,"++",7,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","LICA",50,21.2520462487394,2.35271462403136,2.35,"++",18,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","LUCA",36,73.4622411407397,0.490047668584339,0.49,"+",11,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","OVCA",1314,1105.80103895495,1.18827886184825,1.19,"++",51,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","PACA",151,260.05595816037,0.580644262366341,0.58,"+",15,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","PRCA",16,52.3228382466756,0.305793808901729,0.31,"+",8,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","SKCA",56,20.4635427660123,2.73657404489167,2.74,"++",4,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","STCA",266,217.664509017566,1.22206418125122,1.22,"++",35,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","THCA",369,136.054398555313,2.7121504627429,2.71,"++",9,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","cyc mCAF","UECA",69,260.713044395975,0.264658794345563,0.26,"+",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","BRCA",4424,5478.63458336265,0.807500469813166,0.81,"+",73,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","COCA",2200,1387.6887942963,1.58536986753981,1.59,"++",44,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","HNCA",1219,1444.15162761791,0.844094191141625,0.84,"+",17,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","KICA",671,570.638382701283,1.17587603698094,1.18,"++",7,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","LICA",217,179.036210980558,1.21204531089839,1.21,"++",28,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","LUCA",1691,618.876937779967,2.73236874210558,2.73,"++",43,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","OVCA",8492,9315.73486127723,0.911575965445168,0.91,"+",52,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","PACA",2629,2190.82119655714,1.20000664779556,1.2,"++",27,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","PRCA",893,440.789681981285,2.02590949040843,2.03,"++",40,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","SKCA",59,172.393524707428,0.342240232631301,0.34,"+",11,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","STCA",2066,1833.6977297779,1.12668514905684,1.13,"++",45,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","THCA",936,1146.17970050892,0.816625874271198,0.82,"+",17,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","iCAF","UECA",1478,2196.35676845142,0.67293256780049,0.67,"+",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","BRCA",7890,9846.71591735266,0.801282383509777,0.8,"+",82,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","COCA",1608,2494.08445320012,0.64472556169331,0.64,"+",51,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","HNCA",3184,2595.56475292572,1.22670798191838,1.23,"++",22,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","KICA",1053,1025.60482187669,1.02671124154154,1.03,"++",11,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","LICA",265,321.780670278384,0.823542320832197,0.82,"+",33,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","LUCA",752,1112.30367738455,0.676074362864857,0.68,"+",42,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","OVCA",20405,16743.1124205539,1.2187100873163,1.22,"++",67,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","PACA",5116,3937.54933277047,1.29928530861107,1.3,"++",28,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","PRCA",99,792.228558362063,0.124963937433262,0.12,"±",22,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","SKCA",348,309.841811487136,1.12315377427506,1.12,"++",11,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","STCA",2448,3295.69354346959,0.742787509733939,0.74,"+",51,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","THCA",2971,2060.02165857548,1.44221784641549,1.44,"++",22,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","mCAF","UECA",2343,3947.49838176318,0.593540458641932,0.59,"+",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","BRCA",67,94.8479091911161,0.706394063626608,0.71,"+",16,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","COCA",3,24.0241211097821,0.124874495357854,0.12,"±",3,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","HNCA",50,25.0016241000023,1.99987008043991,2,"++",8,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","KICA",47,9.87907783953657,4.75752906935338,4.76,"+++",6,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","LICA",20,3.09953329111846,6.45258434787872,6.45,"+++",16,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","LUCA",18,10.7141994418256,1.68001352763068,1.68,"++",13,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","OVCA",75,161.27704097188,0.465038294031429,0.47,"+",21,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","PACA",60,37.9282112619902,1.58193592588768,1.58,"++",8,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","PRCA",16,7.63109477239147,2.09668474540329,2.1,"++",14,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","SKCA",0,2.98453293932785,0,0,"−",0,0,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","STCA",82,31.7455733014376,2.58303730165385,2.58,"++",15,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","THCA",19,19.8430368911091,0.957514724397513,0.96,"+",7,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","myoCAF","UECA",10,38.0240448884824,0.262991484186603,0.26,"+",5,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","BRCA",93,404.576092309857,0.229870231503381,0.23,"+",21,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","COCA",678,102.475480194188,6.6162168619772,6.62,"+++",29,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","HNCA",83,106.645043270246,0.778282772971197,0.78,"+",7,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","KICA",8,42.1394497994794,0.18984585793284,0.19,"±",3,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","LICA",1,13.2211355801027,0.0756364681340202,0.08,"±",1,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","LUCA",15,45.701681559136,0.328215494228383,0.33,"+",6,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","OVCA",305,687.931189755857,0.443358295919455,0.44,"+",22,6,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","PACA",452,161.783719130374,2.79385343858831,2.79,"++",18,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","PRCA",21,32.5506226693872,0.645148948863268,0.65,"+",5,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","SKCA",197,12.7305987476254,15.4745274676688,15.47,"+++",12,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","STCA",84,135.411524660522,0.620331247363094,0.62,"+",13,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","THCA",22,84.6409624991205,0.25992142988956,0.26,"+",3,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","pnCAF","UECA",33,162.192499824105,0.203461935883521,0.2,"+",5,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","BRCA",5250,3491.70290109993,1.50356434917363,1.5,"++",44,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","COCA",363,884.416895330566,0.410439920264439,0.41,"+",24,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","HNCA",878,920.40240155726,0.953930583530076,0.95,"+",21,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","KICA",216,363.685452285466,0.593919824514883,0.59,"+",3,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","LICA",29,114.105302657192,0.254151203534556,0.25,"+",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","LUCA",24,394.429372171017,0.0608473954865462,0.06,"±",10,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","OVCA",5315,5937.20532845517,0.895202322636016,0.9,"+",53,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","PACA",450,1396.27796149065,0.322285399047324,0.32,"+",12,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","PRCA",0,280.928867937803,0,0,"−",0,0,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","SKCA",111,109.871713689345,1.01026912453413,1.01,"++",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","STCA",636,1168.67215460025,0.544207370301851,0.54,"+",27,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","THCA",469,730.495696428153,0.64202979195255,0.64,"+",8,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","tCAF","UECA",3451,1399.80595229719,2.46534170992532,2.47,"++",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","BRCA",1010,903.796993362884,1.11750759010821,1.12,"++",63,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","COCA",163,228.923637984005,0.712027824804133,0.71,"+",43,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","HNCA",305,238.238173972185,1.28023143778633,1.28,"++",12,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","KICA",365,94.1368230962265,3.87733501083734,3.88,"+++",17,3,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","LICA",239,29.5351673350688,8.09204827887402,8.09,"+++",40,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","LUCA",45,102.094619948873,0.440767594046925,0.44,"+",18,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","OVCA",468,1536.79407350079,0.304530065589013,0.3,"+",43,7,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","PACA",231,361.414432796266,0.639155437741518,0.64,"+",19,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","PRCA",841,72.715999437135,11.5655427486363,11.57,"+++",43,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","SKCA",19,28.4393395717536,0.668088650654572,0.67,"+",3,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","STCA",382,302.500644949459,1.26280722496913,1.26,"++",41,4,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","THCA",209,189.082471446328,1.10533778409663,1.11,"++",12,2,61217.1278683124,156,0
"Supplementary Fig. 6e","Fibroblast","vCAF","UECA",173,362.327622599029,0.477468426942019,0.48,"+",6,1,61217.1278683124,156,0
"Supplementary Fig. 6e","Mural","Pericyte","BRCA",4058,4968.60428056299,0.816728354857069,0.82,"+",82,2,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","COCA",550,654.899639409096,0.839823336131708,0.84,"+",47,3,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","HNCA",1176,868.403419797604,1.35420931469165,1.35,"++",17,3,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","KICA",2144,1677.39709200884,1.27817081012842,1.28,"++",15,3,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","LICA",1031,1024.81814586484,1.0060321474206,1.01,"++",45,2,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","LUCA",334,355.530208212167,0.939441972257619,0.94,"+",38,2,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","OVCA",2610,2460.39899965104,1.06080355274497,1.06,"++",52,7,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","PACA",729,1105.11413283704,0.659660372027385,0.66,"+",26,3,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","PRCA",2537,3019.22193788531,0.840282712630572,0.84,"+",46,2,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","SKCA",81,59.4097475863673,1.36341262656007,1.36,"++",4,1,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","STCA",1574,1185.87425846225,1.32729080572255,1.33,"++",51,4,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","THCA",1887,1420.72841688961,1.32819191730619,1.33,"++",21,2,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","Pericyte","UECA",1240,1150.59972083285,1.07769885351827,1.08,"++",6,1,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","BRCA",6647,5736.39571943701,1.15874153825851,1.16,"++",78,2,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","COCA",861,756.100360590904,1.13873771906036,1.14,"++",52,3,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","HNCA",695,1002.5965802024,0.693200050472643,0.69,"+",15,2,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","KICA",1470,1936.60290799116,0.75906113428531,0.76,"+",19,3,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","LICA",1177,1183.18185413516,0.994775229087939,0.99,"+",43,2,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","LUCA",432,410.469791787833,1.05245260100235,1.05,"++",37,2,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","OVCA",2691,2840.60100034896,0.947334736441133,0.95,"+",53,7,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","PACA",1652,1275.88586716296,1.29478665961976,1.29,"++",27,4,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","PRCA",3968,3485.77806211469,1.13833982809358,1.14,"++",48,2,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","SKCA",47,68.5902524136327,0.685228561582877,0.69,"+",3,1,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","STCA",981,1369.12574153775,0.716515634932246,0.72,"+",52,4,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","THCA",1174,1640.27158311039,0.715735133186778,0.72,"+",17,2,1740.65817762037,12,0
"Supplementary Fig. 6e","Mural","SMC","UECA",1239,1328.40027916715,0.932700797666799,0.93,"+",6,1,1740.65817762037,12,0
