"Figure","Major_cell_type","Cell_subtype","Cancer_type","Observed_cell_count","Expected_cell_count","Ro_e","Ro_e_display","Ro_e_symbol","N_samples","N_datasets","Chi_square_statistic","Chi_square_df","Chi_square_p_value"
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","SKCA",222,44.0560211805217,5.03903879767862,5.04,"+++",15,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","STCA",2310,2430.20748465062,0.950536122775582,0.95,"+",75,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","THCA",2554,2542.77154598317,1.00441583280833,1,"++",42,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Cycling Tex","UECA",56,145.758405613488,0.384197396810836,0.38,"+",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","BRCA",1342,838.550199514884,1.60038123033823,1.6,"++",36,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","COCA",239,580.428258562627,0.411764927834251,0.41,"+",39,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","HNCA",3718,1186.34345255498,3.133999679429,3.13,"+++",48,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","KICA",273,311.581121614744,0.8761763183379,0.88,"+",14,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","LICA",188,679.874010546947,0.276521821813364,0.28,"+",27,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","LUCA",975,1958.70768362408,0.497777186535572,0.5,"+",68,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","OVCA",1906,1221.25454931835,1.56069019441021,1.56,"++",62,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","PACA",578,995.7085147105,0.580491169313795,0.58,"+",31,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","PRCA",171,1299.93378650554,0.131545161588329,0.13,"±",30,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","SKCA",28,27.7387261908629,1.00941909903646,1.01,"++",5,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","STCA",905,1530.11684208817,0.59145809986964,0.59,"+",64,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","THCA",1956,1600.98987130342,1.22174414408228,1.22,"++",36,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 ISG15+ T","UECA",44,91.7729834648995,0.479443931522927,0.48,"+",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","BRCA",302,373.581156807329,0.808391950442388,0.81,"+",40,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","COCA",142,258.585664165286,0.549141037877624,0.55,"+",45,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","HNCA",656,528.525972127473,1.24118782159258,1.24,"++",36,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","KICA",65,138.812006627034,0.468259205953593,0.47,"+",12,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","LICA",149,302.889581912094,0.491928441577246,0.49,"+",31,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","LUCA",1061,872.620724100965,1.21587760947703,1.22,"++",65,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","OVCA",516,544.079158951369,0.948391408695956,0.95,"+",56,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","PACA",259,443.596506188481,0.583863931268099,0.58,"+",31,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","PRCA",562,579.131419939577,0.970418769644091,0.97,"+",40,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","SKCA",0,12.3578354936166,0,0,"−",0,0,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","STCA",345,681.67990449274,0.506102641028748,0.51,"+",47,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","THCA",1389,713.254434265666,1.94741165742636,1.95,"++",33,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tcm/Tn","UECA",44,40.8856349283696,1.07617259893571,1.08,"++",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","BRCA",520,1190.62832434569,0.436744187390105,0.44,"+",47,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","COCA",366,824.1299391439,0.444104725014842,0.44,"+",55,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","HNCA",809,1684.44789331774,0.480276061497259,0.48,"+",44,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","KICA",1004,442.403220392208,2.26942290137471,2.27,"++",17,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","LICA",1543,965.329510877216,1.59841793150801,1.6,"++",45,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","LUCA",4741,2781.10105821395,1.70472050485095,1.7,"++",76,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","OVCA",1428,1734.01694793663,0.823521362752093,0.82,"+",68,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","PACA",2194,1413.77196152638,1.5518768653689,1.55,"++",35,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","PRCA",1003,1845.73086606244,0.543416171036753,0.54,"+",44,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","SKCA",38,39.3852545777431,0.964828091309941,0.96,"+",5,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","STCA",1535,2172.55979761557,0.706539816158201,0.71,"+",75,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","THCA",2244,2273.18995197566,0.987159035279789,0.99,"+",42,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Temra","UECA",72,130.305274014878,0.552548625098467,0.55,"+",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","BRCA",9438,11570.5365353171,0.815692510990488,0.82,"+",60,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","COCA",6224,8008.90200218735,0.777135242546373,0.78,"+",60,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","HNCA",17253,16369.4794529448,1.05397364953448,1.05,"++",54,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","KICA",5515,4299.27838958733,1.28277340991853,1.28,"++",23,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","LICA",10322,9381.080683061,1.10029967215163,1.1,"++",59,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","LUCA",23483,27026.7645616087,0.868879437879791,0.87,"+",78,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","OVCA",20076,16851.1919620137,1.19136972893406,1.19,"++",71,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","PACA",16683,13739.0483654398,1.21427624070133,1.21,"++",35,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","PRCA",15492,17936.8288016113,0.863697823698264,0.86,"+",46,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","SKCA",179,382.746250636174,0.467672771980075,0.47,"+",11,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","STCA",25240,21112.9552350323,1.19547451879781,1.2,"++",79,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","THCA",18795,22090.8799608009,0.850803591045298,0.85,"+",43,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tem/Trm","UECA",1336,1266.30779975961,1.05503575059209,1.06,"++",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","BRCA",1764,1564.4816714312,1.12752998786255,1.13,"++",39,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","COCA",1397,1082.90400816468,1.29004970843875,1.29,"++",56,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","HNCA",4257,2213.35894812072,1.92332111500237,1.92,"++",52,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","KICA",1362,581.316365093287,2.34295829566304,2.34,"++",19,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","LICA",957,1268.43977736629,0.754470190131574,0.75,"+",40,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","LUCA",2630,3654.35757154923,0.71968874104595,0.72,"+",75,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","OVCA",2379,2278.49252157576,1.04411139271799,1.04,"++",64,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","PACA",1305,1857.69167099806,0.702484712815059,0.7,"+",32,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","PRCA",765,2425.28423967774,0.315426945627473,0.32,"+",41,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","SKCA",130,51.7520939587868,2.51197565268618,2.51,"++",10,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","STCA",2400,2854.73637234837,0.840708102943216,0.84,"+",74,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","THCA",3483,2986.96406160327,1.16606692553592,1.17,"++",39,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Tex","UECA",162,171.220698112595,0.946147292855148,0.95,"+",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","BRCA",4770,4913.30671149661,0.970832940031754,0.97,"+",57,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","COCA",3309,3400.89604651918,0.972978872255376,0.97,"+",59,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","HNCA",3480,6951.12737549946,0.500638214783102,0.5,"+",49,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","KICA",1279,1825.64337458987,0.700574941306555,0.7,"+",21,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","LICA",3149,3983.57729915863,0.790495517851531,0.79,"+",52,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","LUCA",8606,11476.6314686678,0.749871599823968,0.75,"+",78,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","OVCA",5568,7155.68152876588,0.77812294714579,0.78,"+",70,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","PACA",3740,5834.14246499691,0.641053937650454,0.64,"+",35,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","PRCA",18671,7616.68580060423,2.45132863410472,2.45,"++",46,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","SKCA",48,162.529171945554,0.295331597555173,0.3,"+",7,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","STCA",12067,8965.3945034597,1.34595304148004,1.35,"++",79,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","THCA",6806,9380.65995841861,0.725535306702169,0.73,"+",42,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","CD8 Trm","UECA",711,537.724295877595,1.32223893443314,1.32,"++",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","BRCA",207,176.175157554494,1.17496702073884,1.17,"++",42,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","COCA",147,121.945042718384,1.20546105625202,1.21,"++",41,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","HNCA",143,249.244761719131,0.573733221166526,0.57,"+",26,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","KICA",32,65.4616184257545,0.488836065614447,0.49,"+",11,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","LICA",150,142.838092453627,1.05014003914046,1.05,"++",33,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","LUCA",398,411.514581912094,0.967158923386629,0.97,"+",65,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","OVCA",484,256.579406653023,1.88635559772154,1.89,"++",53,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","PACA",266,209.19332504954,1.27155108766978,1.27,"++",31,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","PRCA",47,273.109516616314,0.172092135720153,0.17,"±",22,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","SKCA",5,5.82776613715362,0.857961675593606,0.86,"+",5,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","STCA",371,321.469812883735,1.15407414671989,1.15,"++",56,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","THCA",296,336.359878017087,0.880009832757054,0.88,"+",30,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","ILC3","UECA",43,19.2810398596628,2.23017017302883,2.23,"++",3,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","BRCA",370,635.156014142005,0.582534041655595,0.58,"+",43,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","COCA",573,439.64273029486,1.30333100155142,1.3,"++",58,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","HNCA",413,898.59042328558,0.459608726398306,0.46,"+",37,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","KICA",121,236.00569578447,0.512699490568661,0.51,"+",14,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","LICA",973,514.967460394807,1.88943977014399,1.89,"++",46,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","LUCA",1032,1483.61417828022,0.695598636834461,0.7,"+",74,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","OVCA",698,925.033673889268,0.754567125178575,0.75,"+",63,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","PACA",1149,754.194861341216,1.52347895603092,1.52,"++",34,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","PRCA",1241,984.628902316213,1.26037332144192,1.26,"++",43,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","SKCA",5,21.010571311005,0.237975442266107,0.24,"+",4,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","STCA",2128,1158.98000519767,1.83609724969936,1.84,"++",75,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","THCA",591,1212.66245709212,0.48735738172119,0.49,"+",38,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","MAIT","UECA",40,69.5130266705649,0.575431712815029,0.58,"+",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","BRCA",399,385.965814464694,1.03377031085871,1.03,"++",40,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","COCA",316,267.158085090255,1.18282027621677,1.18,"++",50,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","HNCA",448,546.047233862846,0.820441844986118,0.82,"+",47,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","KICA",208,143.413788996091,1.45034868303821,1.45,"++",13,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","LICA",295,312.930730164918,0.942700641271414,0.94,"+",33,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","LUCA",761,901.549134262418,0.844102635207559,0.84,"+",70,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","OVCA",896,562.116027244475,1.59397696662777,1.59,"++",67,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","PACA",699,458.302255573964,1.52519432644859,1.53,"++",32,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","PRCA",463,598.330312185297,0.773820063217211,0.77,"+",37,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","SKCA",20,12.7675123715471,1.56647586608734,1.57,"++",8,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","STCA",691,704.278400415814,0.981146091647885,0.98,"+",72,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","THCA",446,736.899663234036,0.605238436455022,0.61,"+",40,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","NK","UECA",30,42.2410421336452,0.710209750627929,0.71,"+",6,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","BRCA",82,61.923288286825,1.32421908249092,1.32,"++",18,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","COCA",44,42.862104624847,1.02654781852437,1.03,"++",24,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","HNCA",55,87.6063086768671,0.627808668470049,0.63,"+",20,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","KICA",32,23.0089118452826,1.39076546579759,1.39,"++",12,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","LICA",68,50.2057412641176,1.35442677048173,1.35,"++",26,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","LUCA",117,144.642050807264,0.808893398199277,0.81,"+",38,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","OVCA",164,90.1843414655275,1.81849750560842,1.82,"++",41,7,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","PACA",59,73.5287469274166,0.802407255195596,0.8,"+",20,3,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","PRCA",12,95.9944612286002,0.125007212358048,0.13,"±",7,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","SKCA",7,2.0483843896523,3.4173273509413,3.42,"+++",3,1,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","STCA",209,112.992479615372,1.84968062220989,1.85,"++",50,4,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","THCA",58,118.22614484185,0.490585226115476,0.49,"+",17,2,106037.802042696,252,0
"Supplementary Fig. 6e","T cell","γδ T","UECA",3,6.77703602637819,0.442671396215562,0.44,"+",3,1,106037.802042696,252,0
"Supplementary Fig. 6e","B cell","ABC","BRCA",294,206.160551185837,1.42607302080301,1.43,"++",20,2,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","COCA",59,224.573787516876,0.26271988664557,0.26,"+",22,3,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","HNCA",1022,360.696344922958,2.83340825152607,2.83,"++",34,3,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","KICA",6,18.4267754754005,0.325613127918659,0.33,"+",2,1,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","LICA",38,73.6394061797968,0.516028061215211,0.52,"+",8,2,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","LUCA",513,391.389585189477,1.3107144886128,1.31,"++",35,2,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","OVCA",110,158.150745281524,0.695538929040072,0.7,"+",21,6,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","PACA",73,67.0187645872392,1.08924717502029,1.09,"++",18,2,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","PRCA",20,116.815737547212,0.17120980802708,0.17,"±",9,2,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","SKCA",11,2.97861175943285,3.69299555914413,3.69,"+++",3,1,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","STCA",163,551.760750146214,0.295417896174756,0.3,"+",35,4,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","THCA",165,300.189908773387,0.549652054175339,0.55,"+",16,2,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","ABC","UECA",3,5.19903143464644,0.57703055611627,0.58,"+",1,1,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","Bgc","BRCA",207,207.409000224104,0.998028049777677,1,"+",12,2,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","Bgc","COCA",304,225.933741821581,1.34552722204755,1.35,"++",31,3,104406.840350313,84,0
"Supplementary Fig. 6e","B cell","Bgc","HNCA",425,362.880618307634,1.17118407145047,1.17,"++",17,2,104406.840350313,84,0
