global_anno,gene,sub_anno,median_pearson_r,is_designated
T_NK cell,TCF7,CD8 Tcm/Tn,0.0990419084561544,True
T_NK cell,TCF7,CD8 Tem/Trm,0.10173274268628049,False
T_NK cell,TCF7,CD8 Tem/Temra,0.101173724037327,False
T_NK cell,TCF7,CD8 Trm,0.0831446143401269,False
T_NK cell,TCF7,CD8 Tex,0.0926758824136311,False
T_NK cell,TCF7,CD8 Cycling Tex,0.08824598832484501,False
T_NK cell,TCF7,ISG15+ CD8 T,0.08755147030923696,False
T_NK cell,TCF7,CD4 Tcm/Tn,0.1067613607680055,False
T_NK cell,TCF7,CD4 Tem/Effector,0.1001694096768055,False
T_NK cell,TCF7,CD4 Th1,0.08590849054937935,False
T_NK cell,TCF7,CD4 Th17,0.09069271987131786,False
T_NK cell,TCF7,CD4 Tfh,0.0819681345172614,False
T_NK cell,TCF7,CD4 Treg,0.1009310011501185,False
T_NK cell,TCF7,CD4 Cycling Treg,0.0886434537774313,False
T_NK cell,TCF7,CD4 CXCL13+ T,0.1116360778411005,False
T_NK cell,TCF7,NK,0.08856456133125551,False
T_NK cell,TCF7,CD16+ NK,0.08814175695144215,False
T_NK cell,TCF7,CD16- NK,0.08388086868440435,False
T_NK cell,TCF7,γδ T,0.08905388851310389,False
T_NK cell,TCF7,MAIT,0.09086629680820585,False
T_NK cell,TCF7,ILC3,0.07949099207802224,False
T_NK cell,SH2D1A,CD8 Tcm/Tn,0.116488778517337,False
T_NK cell,SH2D1A,CD8 Tem/Trm,0.135689976285668,True
T_NK cell,SH2D1A,CD8 Tem/Temra,0.139499740265757,False
T_NK cell,SH2D1A,CD8 Trm,0.123966138626119,False
T_NK cell,SH2D1A,CD8 Tex,0.137526467022339,False
T_NK cell,SH2D1A,CD8 Cycling Tex,0.123655135313475,False
T_NK cell,SH2D1A,ISG15+ CD8 T,0.133826575391395,False
T_NK cell,SH2D1A,CD4 Tcm/Tn,0.127773337952057,False
T_NK cell,SH2D1A,CD4 Tem/Effector,0.127277480391479,False
T_NK cell,SH2D1A,CD4 Th1,0.122079261768358,False
T_NK cell,SH2D1A,CD4 Th17,0.123507186748262,False
T_NK cell,SH2D1A,CD4 Tfh,0.108018054909511,False
T_NK cell,SH2D1A,CD4 Treg,0.137670910789552,False
T_NK cell,SH2D1A,CD4 Cycling Treg,0.12119035901092,False
T_NK cell,SH2D1A,CD4 CXCL13+ T,0.136580890746931,False
T_NK cell,SH2D1A,NK,0.130134144462857,False
T_NK cell,SH2D1A,CD16+ NK,0.131300911448772,False
T_NK cell,SH2D1A,CD16- NK,0.128900253479607,False
T_NK cell,SH2D1A,γδ T,0.126325197999937,False
T_NK cell,SH2D1A,MAIT,0.12845355638724,False
T_NK cell,SH2D1A,ILC3,0.103967280695862,False
T_NK cell,GZMH,CD8 Tcm/Tn,0.0794458801615583,False
T_NK cell,GZMH,CD8 Tem/Trm,0.0868111452855171,False
T_NK cell,GZMH,CD8 Tem/Temra,0.0913270983448837,True
T_NK cell,GZMH,CD8 Trm,0.0893278136221773,False
T_NK cell,GZMH,CD8 Tex,0.0894134226642374,False
T_NK cell,GZMH,CD8 Cycling Tex,0.0870795360692075,False
T_NK cell,GZMH,ISG15+ CD8 T,0.0872594514458189,False
T_NK cell,GZMH,CD4 Tcm/Tn,0.0835061586524159,False
T_NK cell,GZMH,CD4 Tem/Effector,0.0846906583852073,False
T_NK cell,GZMH,CD4 Th1,0.084197795120826,False
T_NK cell,GZMH,CD4 Th17,0.0860982036446123,False
T_NK cell,GZMH,CD4 Tfh,0.0797992880944062,False
T_NK cell,GZMH,CD4 Treg,0.086466000086187,False
T_NK cell,GZMH,CD4 Cycling Treg,0.0826942121278364,False
T_NK cell,GZMH,CD4 CXCL13+ T,0.0834095289621,False
T_NK cell,GZMH,NK,0.0878904521200947,False
T_NK cell,GZMH,CD16+ NK,0.0900012117029794,False
T_NK cell,GZMH,CD16- NK,0.0871049054475107,False
T_NK cell,GZMH,γδ T,0.092991799225635,False
T_NK cell,GZMH,MAIT,0.0877479503228755,False
T_NK cell,GZMH,ILC3,0.0760188874790265,False
T_NK cell,ITGA1,CD8 Tcm/Tn,0.04493639858809065,False
T_NK cell,ITGA1,CD8 Tem/Trm,0.0565592773087132,False
T_NK cell,ITGA1,CD8 Tem/Temra,0.059077272423656804,False
T_NK cell,ITGA1,CD8 Trm,0.0731264228743354,True
T_NK cell,ITGA1,CD8 Tex,0.06186047869521755,False
T_NK cell,ITGA1,CD8 Cycling Tex,0.0621304878299377,False
T_NK cell,ITGA1,ISG15+ CD8 T,0.04135542288907165,False
T_NK cell,ITGA1,CD4 Tcm/Tn,0.0465335257694386,False
T_NK cell,ITGA1,CD4 Tem/Effector,0.0599515106717706,False
T_NK cell,ITGA1,CD4 Th1,0.0680460074714925,False
T_NK cell,ITGA1,CD4 Th17,0.0737128334001071,False
T_NK cell,ITGA1,CD4 Tfh,0.07132830018525954,False
T_NK cell,ITGA1,CD4 Treg,0.0554023272083893,False
T_NK cell,ITGA1,CD4 Cycling Treg,0.0526264210258263,False
T_NK cell,ITGA1,CD4 CXCL13+ T,0.04140075460642954,False
T_NK cell,ITGA1,NK,0.06704601340454394,False
T_NK cell,ITGA1,CD16+ NK,0.07036013668942995,False
T_NK cell,ITGA1,CD16- NK,0.0703970422979084,False
T_NK cell,ITGA1,γδ T,0.06938199037910454,False
T_NK cell,ITGA1,MAIT,0.0659664824223431,False
T_NK cell,ITGA1,ILC3,0.07194044290906976,False
T_NK cell,LAG3,CD8 Tcm/Tn,0.08153014669777815,False
T_NK cell,LAG3,CD8 Tem/Trm,0.09816178762138805,False
T_NK cell,LAG3,CD8 Tem/Temra,0.10141665189843349,False
T_NK cell,LAG3,CD8 Trm,0.10201831148513901,False
T_NK cell,LAG3,CD8 Tex,0.1143446080646645,True
T_NK cell,LAG3,CD8 Cycling Tex,0.106705868769413,False
T_NK cell,LAG3,ISG15+ CD8 T,0.1024173930993405,False
T_NK cell,LAG3,CD4 Tcm/Tn,0.0861277545325448,False
T_NK cell,LAG3,CD4 Tem/Effector,0.09256951087483956,False
T_NK cell,LAG3,CD4 Th1,0.09407265251217775,False
T_NK cell,LAG3,CD4 Th17,0.09729043103543485,False
T_NK cell,LAG3,CD4 Tfh,0.08660138952265845,False
T_NK cell,LAG3,CD4 Treg,0.10476622948445499,False
T_NK cell,LAG3,CD4 Cycling Treg,0.1080705734984765,False
T_NK cell,LAG3,CD4 CXCL13+ T,0.0935148220092139,False
T_NK cell,LAG3,NK,0.096224308598413,False
T_NK cell,LAG3,CD16+ NK,0.100819298791936,False
T_NK cell,LAG3,CD16- NK,0.0947382871637311,False
T_NK cell,LAG3,γδ T,0.1088246357627065,False
T_NK cell,LAG3,MAIT,0.09514946560614974,False
T_NK cell,LAG3,ILC3,0.08117261346877755,False
T_NK cell,HAVCR2,CD8 Tcm/Tn,0.0464297210356928,False
T_NK cell,HAVCR2,CD8 Tem/Trm,0.07300660927998265,False
T_NK cell,HAVCR2,CD8 Tem/Temra,0.07665499251688135,False
T_NK cell,HAVCR2,CD8 Trm,0.08050760634960935,False
T_NK cell,HAVCR2,CD8 Tex,0.09595745487150875,False
T_NK cell,HAVCR2,CD8 Cycling Tex,0.09833672299065804,True
T_NK cell,HAVCR2,ISG15+ CD8 T,0.08030753709202346,False
T_NK cell,HAVCR2,CD4 Tcm/Tn,0.052271724945299955,False
T_NK cell,HAVCR2,CD4 Tem/Effector,0.06966071581889641,False
T_NK cell,HAVCR2,CD4 Th1,0.07582940483747244,False
T_NK cell,HAVCR2,CD4 Th17,0.07827076606282934,False
T_NK cell,HAVCR2,CD4 Tfh,0.06554569908549035,False
T_NK cell,HAVCR2,CD4 Treg,0.08132812049069821,False
T_NK cell,HAVCR2,CD4 Cycling Treg,0.0990177040279827,False
T_NK cell,HAVCR2,CD4 CXCL13+ T,0.06127210927573065,False
T_NK cell,HAVCR2,NK,0.07520223648330124,False
T_NK cell,HAVCR2,CD16+ NK,0.0806796652567732,False
T_NK cell,HAVCR2,CD16- NK,0.07601700149311515,False
T_NK cell,HAVCR2,γδ T,0.0947825033099417,False
T_NK cell,HAVCR2,MAIT,0.07082347841041145,False
T_NK cell,HAVCR2,ILC3,0.058049239717018,False
T_NK cell,IFI44,CD8 Tcm/Tn,0.030514127462172698,False
T_NK cell,IFI44,CD8 Tem/Trm,0.03698992078313905,False
T_NK cell,IFI44,CD8 Tem/Temra,0.04084271645845375,False
T_NK cell,IFI44,CD8 Trm,0.0357963316735445,False
T_NK cell,IFI44,CD8 Tex,0.04739583736050545,False
T_NK cell,IFI44,CD8 Cycling Tex,0.04971237859759289,False
T_NK cell,IFI44,ISG15+ CD8 T,0.057536278644767846,True
T_NK cell,IFI44,CD4 Tcm/Tn,0.032235148433215205,False
T_NK cell,IFI44,CD4 Tem/Effector,0.03269684978871145,False
T_NK cell,IFI44,CD4 Th1,0.0335064905607822,False
T_NK cell,IFI44,CD4 Th17,0.0375507024587947,False
T_NK cell,IFI44,CD4 Tfh,0.0257853607170365,False
T_NK cell,IFI44,CD4 Treg,0.0498004831050657,False
T_NK cell,IFI44,CD4 Cycling Treg,0.0482247296403353,False
T_NK cell,IFI44,CD4 CXCL13+ T,0.035559933487870496,False
T_NK cell,IFI44,NK,0.03563115863428405,False
T_NK cell,IFI44,CD16+ NK,0.042121663550768546,False
T_NK cell,IFI44,CD16- NK,0.0407050282880031,False
T_NK cell,IFI44,γδ T,0.036437312665394156,False
T_NK cell,IFI44,MAIT,0.0352006560737238,False
T_NK cell,IFI44,ILC3,0.0268994823360758,False
T_NK cell,LEF1,CD8 Tcm/Tn,0.064426346084974,False
T_NK cell,LEF1,CD8 Tem/Trm,0.07162121162187525,False
T_NK cell,LEF1,CD8 Tem/Temra,0.07255623204070255,False
T_NK cell,LEF1,CD8 Trm,0.074744523266743,False
T_NK cell,LEF1,CD8 Tex,0.07309502042275401,False
T_NK cell,LEF1,CD8 Cycling Tex,0.06950217769453655,False
T_NK cell,LEF1,ISG15+ CD8 T,0.0614004164076963,False
T_NK cell,LEF1,CD4 Tcm/Tn,0.06896222035615951,True
T_NK cell,LEF1,CD4 Tem/Effector,0.07639358613175755,False
T_NK cell,LEF1,CD4 Th1,0.0729917545717095,False
T_NK cell,LEF1,CD4 Th17,0.07739988288731656,False
T_NK cell,LEF1,CD4 Tfh,0.07308881781034784,False
T_NK cell,LEF1,CD4 Treg,0.0734709891701571,False
T_NK cell,LEF1,CD4 Cycling Treg,0.07252106730766114,False
T_NK cell,LEF1,CD4 CXCL13+ T,0.06809912357289796,False
T_NK cell,LEF1,NK,0.07106918456724245,False
T_NK cell,LEF1,CD16+ NK,0.07202285868143796,False
T_NK cell,LEF1,CD16- NK,0.0700950176987654,False
T_NK cell,LEF1,γδ T,0.0747632437114013,False
T_NK cell,LEF1,MAIT,0.0726089951283682,False
T_NK cell,LEF1,ILC3,0.0675260334175748,False
T_NK cell,AQP3,CD8 Tcm/Tn,-0.015357063629645201,False
T_NK cell,AQP3,CD8 Tem/Trm,-0.01891647653536835,False
T_NK cell,AQP3,CD8 Tem/Temra,-0.0237229075476125,False
T_NK cell,AQP3,CD8 Trm,-0.0196236591982534,False
T_NK cell,AQP3,CD8 Tex,-0.0201497066347935,False
T_NK cell,AQP3,CD8 Cycling Tex,-0.0178968835455244,False
T_NK cell,AQP3,ISG15+ CD8 T,-0.0155591638739624,False
T_NK cell,AQP3,CD4 Tcm/Tn,-0.0213139109032968,False
T_NK cell,AQP3,CD4 Tem/Effector,-0.022159737005796452,True
T_NK cell,AQP3,CD4 Th1,-0.0175385115915196,False
T_NK cell,AQP3,CD4 Th17,-0.0172178850450887,False
T_NK cell,AQP3,CD4 Tfh,-0.016750391158971152,False
T_NK cell,AQP3,CD4 Treg,-0.0166211459476555,False
T_NK cell,AQP3,CD4 Cycling Treg,-0.02088801059522785,False
T_NK cell,AQP3,CD4 CXCL13+ T,-0.01891623111411765,False
T_NK cell,AQP3,NK,-0.0219368972215787,False
T_NK cell,AQP3,CD16+ NK,-0.0223445710454282,False
T_NK cell,AQP3,CD16- NK,-0.0193349534612674,False
T_NK cell,AQP3,γδ T,-0.0163345531079068,False
T_NK cell,AQP3,MAIT,-0.01940662929919195,False
T_NK cell,AQP3,ILC3,-0.015467228521441001,False
T_NK cell,ANXA1,CD8 Tcm/Tn,-0.00694815246773355,False
T_NK cell,ANXA1,CD8 Tem/Trm,0.008472068694685149,False
T_NK cell,ANXA1,CD8 Tem/Temra,0.0159593891826584,False
T_NK cell,ANXA1,CD8 Trm,0.0269820855499787,False
T_NK cell,ANXA1,CD8 Tex,0.031095794533805246,False
T_NK cell,ANXA1,CD8 Cycling Tex,0.02823669619575145,False
T_NK cell,ANXA1,ISG15+ CD8 T,0.0191224868396264,False
T_NK cell,ANXA1,CD4 Tcm/Tn,4.194834538949139e-05,False
T_NK cell,ANXA1,CD4 Tem/Effector,0.0129228842002095,False
T_NK cell,ANXA1,CD4 Th1,0.02371258871597725,True
T_NK cell,ANXA1,CD4 Th17,0.021059023620058098,False
T_NK cell,ANXA1,CD4 Tfh,0.01927840268686655,False
T_NK cell,ANXA1,CD4 Treg,0.018963541400706753,False
T_NK cell,ANXA1,CD4 Cycling Treg,0.030113037529742148,False
T_NK cell,ANXA1,CD4 CXCL13+ T,0.0036099115069167503,False
T_NK cell,ANXA1,NK,0.018483111172192902,False
T_NK cell,ANXA1,CD16+ NK,0.023812478962986848,False
T_NK cell,ANXA1,CD16- NK,0.02375038903228935,False
T_NK cell,ANXA1,γδ T,0.025222852906297298,False
T_NK cell,ANXA1,MAIT,0.01609059227506575,False
T_NK cell,ANXA1,ILC3,0.0114369459314599,False
T_NK cell,IL7R,CD8 Tcm/Tn,0.237145417555586,False
T_NK cell,IL7R,CD8 Tem/Trm,0.2748733342849065,False
T_NK cell,IL7R,CD8 Tem/Temra,0.2779885463789835,False
T_NK cell,IL7R,CD8 Trm,0.27274364009275953,False
T_NK cell,IL7R,CD8 Tex,0.27741876570457846,False
T_NK cell,IL7R,CD8 Cycling Tex,0.253743022918906,False
T_NK cell,IL7R,ISG15+ CD8 T,0.257581670532934,False
T_NK cell,IL7R,CD4 Tcm/Tn,0.251233031326567,False
T_NK cell,IL7R,CD4 Tem/Effector,0.268539516285077,False
T_NK cell,IL7R,CD4 Th1,0.270996166626981,False
T_NK cell,IL7R,CD4 Th17,0.2788645465790015,True
T_NK cell,IL7R,CD4 Tfh,0.2605474526985295,False
T_NK cell,IL7R,CD4 Treg,0.28100384071741,False
T_NK cell,IL7R,CD4 Cycling Treg,0.2500204903376805,False
T_NK cell,IL7R,CD4 CXCL13+ T,0.2520743397045885,False
T_NK cell,IL7R,NK,0.269259026228454,False
T_NK cell,IL7R,CD16+ NK,0.2665424076024475,False
T_NK cell,IL7R,CD16- NK,0.26984188576026247,False
T_NK cell,IL7R,γδ T,0.2687197104935115,False
T_NK cell,IL7R,MAIT,0.28086887469083,False
T_NK cell,IL7R,ILC3,0.250463561941743,False
T_NK cell,AREG,CD8 Tcm/Tn,-0.014433435276710701,False
T_NK cell,AREG,CD8 Tem/Trm,-0.01296566760180395,False
T_NK cell,AREG,CD8 Tem/Temra,-0.015439378728107248,False
T_NK cell,AREG,CD8 Trm,-0.012276473220958501,False
T_NK cell,AREG,CD8 Tex,-0.0145443521430867,False
T_NK cell,AREG,CD8 Cycling Tex,-0.0081200168631872,False
T_NK cell,AREG,ISG15+ CD8 T,-0.01162305619600555,False
T_NK cell,AREG,CD4 Tcm/Tn,-0.01417160054008555,False
T_NK cell,AREG,CD4 Tem/Effector,-0.0130703930017186,False
T_NK cell,AREG,CD4 Th1,-0.01106959795704835,False
T_NK cell,AREG,CD4 Th17,-0.01205095887091135,False
T_NK cell,AREG,CD4 Tfh,-0.0077198764881880495,True
T_NK cell,AREG,CD4 Treg,-0.0149882397658507,False
T_NK cell,AREG,CD4 Cycling Treg,-0.0091225315852347,False
T_NK cell,AREG,CD4 CXCL13+ T,-0.0148351194200583,False
T_NK cell,AREG,NK,-0.01250954630845765,False
T_NK cell,AREG,CD16+ NK,-0.01345034260723495,False
T_NK cell,AREG,CD16- NK,-0.0116936657365395,False
T_NK cell,AREG,γδ T,-0.01478906157975065,False
T_NK cell,AREG,MAIT,-0.01240714650409035,False
T_NK cell,AREG,ILC3,-0.008844804037740451,False
T_NK cell,CD4,CD8 Tcm/Tn,0.141622277078477,False
T_NK cell,CD4,CD8 Tem/Trm,0.176001471103997,False
T_NK cell,CD4,CD8 Tem/Temra,0.1796563286283125,False
T_NK cell,CD4,CD8 Trm,0.1793662530333815,False
T_NK cell,CD4,CD8 Tex,0.1950839761011005,False
T_NK cell,CD4,CD8 Cycling Tex,0.18049571557586,False
T_NK cell,CD4,ISG15+ CD8 T,0.179541437345609,False
T_NK cell,CD4,CD4 Tcm/Tn,0.155174706508288,False
T_NK cell,CD4,CD4 Tem/Effector,0.1637412705325495,False
T_NK cell,CD4,CD4 Th1,0.1704261893246545,False
T_NK cell,CD4,CD4 Th17,0.174785287669156,False
T_NK cell,CD4,CD4 Tfh,0.15894363673810202,False
T_NK cell,CD4,CD4 Treg,0.1825109591357365,True
T_NK cell,CD4,CD4 Cycling Treg,0.188585784970128,False
T_NK cell,CD4,CD4 CXCL13+ T,0.1630856601788035,False
T_NK cell,CD4,NK,0.172629064727768,False
T_NK cell,CD4,CD16+ NK,0.181617095001943,False
T_NK cell,CD4,CD16- NK,0.175094990868676,False
T_NK cell,CD4,γδ T,0.1867930356913115,False
T_NK cell,CD4,MAIT,0.171762573640745,False
T_NK cell,CD4,ILC3,0.142141743906172,False
T_NK cell,FOXP3,CD8 Tcm/Tn,0.0575450737926549,False
T_NK cell,FOXP3,CD8 Tem/Trm,0.0658280511852473,False
T_NK cell,FOXP3,CD8 Tem/Temra,0.066325061510118,False
T_NK cell,FOXP3,CD8 Trm,0.0679488879710257,False
T_NK cell,FOXP3,CD8 Tex,0.07331426173971205,False
T_NK cell,FOXP3,CD8 Cycling Tex,0.07072825600630765,False
T_NK cell,FOXP3,ISG15+ CD8 T,0.06686815996098025,False
T_NK cell,FOXP3,CD4 Tcm/Tn,0.0596977415594432,False
T_NK cell,FOXP3,CD4 Tem/Effector,0.06495118705488934,False
T_NK cell,FOXP3,CD4 Th1,0.06543950575490455,False
T_NK cell,FOXP3,CD4 Th17,0.0667518285677667,False
T_NK cell,FOXP3,CD4 Tfh,0.06293195091652695,False
T_NK cell,FOXP3,CD4 Treg,0.07878361180522919,False
T_NK cell,FOXP3,CD4 Cycling Treg,0.09823040688466836,True
T_NK cell,FOXP3,CD4 CXCL13+ T,0.064114690902115,False
T_NK cell,FOXP3,NK,0.06339352217654246,False
T_NK cell,FOXP3,CD16+ NK,0.0652591346085637,False
T_NK cell,FOXP3,CD16- NK,0.0645214094131779,False
T_NK cell,FOXP3,γδ T,0.07370114301618669,False
T_NK cell,FOXP3,MAIT,0.06433994284804165,False
T_NK cell,FOXP3,ILC3,0.0572544819313966,False
T_NK cell,CXCL13,CD8 Tcm/Tn,0.174199769089007,False
T_NK cell,CXCL13,CD8 Tem/Trm,0.198480834882287,False
T_NK cell,CXCL13,CD8 Tem/Temra,0.19680916461872,False
T_NK cell,CXCL13,CD8 Trm,0.168508704716712,False
T_NK cell,CXCL13,CD8 Tex,0.200957360793282,False
T_NK cell,CXCL13,CD8 Cycling Tex,0.207771544196373,False
T_NK cell,CXCL13,ISG15+ CD8 T,0.194495066827189,False
T_NK cell,CXCL13,CD4 Tcm/Tn,0.189878189265103,False
T_NK cell,CXCL13,CD4 Tem/Effector,0.183314048394672,False
T_NK cell,CXCL13,CD4 Th1,0.172287944851089,False
T_NK cell,CXCL13,CD4 Th17,0.174573417649969,False
T_NK cell,CXCL13,CD4 Tfh,0.154245242643111,False
T_NK cell,CXCL13,CD4 Treg,0.198731261818047,False
T_NK cell,CXCL13,CD4 Cycling Treg,0.207870791051321,False
T_NK cell,CXCL13,CD4 CXCL13+ T,0.211543959910492,True
T_NK cell,CXCL13,NK,0.185167587552396,False
T_NK cell,CXCL13,CD16+ NK,0.178358185977474,False
T_NK cell,CXCL13,CD16- NK,0.170650416614086,False
T_NK cell,CXCL13,γδ T,0.180373238810483,False
T_NK cell,CXCL13,MAIT,0.179977280299753,False
T_NK cell,CXCL13,ILC3,0.150786812127197,False
T_NK cell,NKG7,CD8 Tcm/Tn,0.14156223528300899,False
